"path","location","ext","bytes","mtime","git_tracked","sha256","title","h1","words","h2","h3","imgs","toc","anchors_ok","anchors_broken","first_headings","last_headings","markers","stem"
"C:\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\output\LSE_FINAL_IMAGE_INJECTED_WIDTH_FIXED.html","LSE_FINAL_IMAGE_AND_SPLIT_FIX",".html","2319679","2026-06-04T19:37:07Z","n-a","C96DF750071F2E87EAB0185E001DAFF46C0DE8A72FD665159D3B7923188F3139","Living Soil Encyclopedia - Main Book v2.11","Living Soil Encyclopedia","290925","416","598","169","yes","261/261","0","Publication-Format Private Edition | How to Use This Edition | Functional Finders | Table of Contents | Private Reader Edition - v1.96/v1.98 Reader-Designed Source","10. What Belongs in a Future Edition | 11. Sources and Confidence Notes | Graywater Irrigation for Gardens | Irrigation Water Salinity and Sodium Hazard | Municipal / Utility Restriction Placeholder","_FINAL; WIDTH_FIXED; INJECTED","lse final image injected width"
"C:\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\output\LSE_FINAL_IMAGE_INJECTED.html","LSE_FINAL_IMAGE_AND_SPLIT_FIX",".html","2290750","2026-06-04T16:57:31Z","n-a","83448CBC9A8BEF9786048ABFF58E0CAD43710A33BF9E3E68F511B5CAC4F2E8B2","Living Soil Encyclopedia - Main Book v2.11","Living Soil Encyclopedia","289743","415","598","171","no","n-a","0","Publication-Format Private Edition | How to Use This Edition | Functional Finders | Private Reader Edition - v1.96/v1.98 Reader-Designed Source | Chapter 1. From Salts to Symbiosis: Why Living Soil Outperforms Liquid Feeding","10. What Belongs in a Future Edition | 11. Sources and Confidence Notes | Graywater Irrigation for Gardens | Irrigation Water Salinity and Sodium Hazard | Municipal / Utility Restriction Placeholder","_FINAL; INJECTED","lse final image injected"
"C:\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\output\LSE_FINAL_SAMPLE_PROOF_SOURCE.html","LSE_FINAL_IMAGE_AND_SPLIT_FIX",".html","173603","2026-06-04T17:41:05Z","n-a","B256EB42D7F1B3DC84E015903BD954C3F70D13D623681B11F98578FADD6D0A4A","Living Soil Encyclopedia - Main Book v2.11","Living Soil Encyclopedia","15842","17","51","62","yes","16/261","245","Publication-Format Private Edition | How to Use This Edition | Functional Finders | Table of Contents | Chapter 13: Composts","Chapter 44: Soil Microscopy: Equipment, Sample Prep, and Identification | Chapter 45: Soil Testing: What to Test, How to Read Results | Chapter 46: Plant Sap Analysis and Tissue Testing | Chapter 47: Refractometry and Brix Protocols | Chapter 7. Fungal:Bacterial Ratios and Successional Ecology","_SOURCE; _FINAL","lse final sample proof"
"C:\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\output\LSE_FINAL_SAMPLE_PROOF.pdf","LSE_FINAL_IMAGE_AND_SPLIT_FIX",".pdf","75598671","2026-06-04T17:41:52Z","n-a","D9D1830BFD5B8456DDBFB0EBF4FD2EB0F0A6F28A9B4447E853820618C5992B3C","(pdf, not parsed)","","0","0","0","0","no","n-a","0","","","_FINAL","lse final sample proof"
"C:\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\output\LSE_MERGED_158_HOLD3.html","LSE_FINAL_IMAGE_AND_SPLIT_FIX",".html","2231659","2026-06-04T14:56:27Z","n-a","53FD31BAE01C4666C5FD94F082385B0FB7D8B1B3CB5C30FF5F9E9CF7BA905463","Living Soil Encyclopedia - Main Book v2.11","Living Soil Encyclopedia","287348","415","598","65","no","n-a","0","Publication-Format Private Edition | How to Use This Edition | Functional Finders | Private Reader Edition - v1.96/v1.98 Reader-Designed Source | Chapter 1. From Salts to Symbiosis: Why Living Soil Outperforms Liquid Feeding","10. What Belongs in a Future Edition | 11. Sources and Confidence Notes | Graywater Irrigation for Gardens | Irrigation Water Salinity and Sodium Hazard | Municipal / Utility Restriction Placeholder","HOLD; MERGED","lse merged 158"
"C:\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\output\LSE_VOLUME_1_FINAL.pdf","LSE_FINAL_IMAGE_AND_SPLIT_FIX",".pdf","115475459","2026-06-04T21:30:00Z","n-a","41C38299E25E4BFD7B20F7A4A689CFD4CFC69D7608722BA5C8F9ED4E0DFA9EF0","(pdf, not parsed)","","0","0","0","0","no","n-a","0","","","_FINAL","lse volume 1"
"C:\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\output\LSE_VOLUME_1_SAMPLE.pdf","LSE_FINAL_IMAGE_AND_SPLIT_FIX",".pdf","112680327","2026-06-04T19:40:28Z","n-a","186F2399A2152EEEE927344AC943FFB2D8C9F098063A040EF993F629261474F5","(pdf, not parsed)","","0","0","0","0","no","n-a","0","","","","lse volume 1 sample"
"C:\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\output\LSE_VOLUME_1_TOC_FIXED_SAMPLE.pdf","LSE_FINAL_IMAGE_AND_SPLIT_FIX",".pdf","112715231","2026-06-04T21:25:39Z","n-a","615494491439132008DEE617F3B184B4FAFE642A2D002A0FCE36F46A7D4E9620","(pdf, not parsed)","","0","0","0","0","no","n-a","0","","","TOC_FIXED","lse volume 1 toc fixed sample"
"C:\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\output\LSE_VOLUME_1_TOC_FIXED.html","LSE_FINAL_IMAGE_AND_SPLIT_FIX",".html","408928","2026-06-04T21:25:09Z","n-a","5CF8F7B2939C57005B2AF7F2E27116FCE6A126C33E04A239961E42A000864F5D","Volume 1 — FOUNDATIONS & SYSTEMS","Living Soil Encyclopedia","50601","41","109","58","yes","138/138","0","Publication-Format Private Edition | How to Use This Edition | Functional Finders | Table of Contents — Volume 1: Foundations Systems | Private Reader Edition - v1.96/v1.98 Reader-Designed Source","7. Product-Label-Held Placeholders | 8. Legal / Table Appendix Placeholder | 9. How to Trial a Non-Consensus Practice Safely | 10. What Belongs in a Future Edition | 11. Sources and Confidence Notes","TOC_FIXED","lse volume 1 toc"
"C:\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\output\LSE_VOLUME_2_FINAL.pdf","LSE_FINAL_IMAGE_AND_SPLIT_FIX",".pdf","21817716","2026-06-04T21:30:17Z","n-a","14B2F58F5A994D472088B4CAE85496BC9FAF258CF9D34556191A4596D4A583D0","(pdf, not parsed)","","0","0","0","0","no","n-a","0","","","_FINAL","lse volume 2"
"C:\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\output\LSE_VOLUME_2_INPUTS_AMENDMENTS_MICROBES_SOURCE.html","LSE_FINAL_IMAGE_AND_SPLIT_FIX",".html","797246","2026-06-04T19:37:07Z","n-a","D0F587F5868563FD6FE24E9B6BE1F79064A5ACC7D49D12A64CA3BF2145539DD4","Volume 2 — INPUTS, AMENDMENTS & MICROBES","Volume 2 — INPUTS, AMENDMENTS & MICROBES","103247","10","0","10","yes","79/79","0","Table of Contents — Volume 2 — INPUTS, AMENDMENTS & MICROBES | Chapter 13: Composts | Chapter 14: Minerals | Chapter 15: Plant-Based Inputs | Chapter 16: Animal-Based Inputs","Checkpoint 4A Analysis | Chapter 17: Microbial Inoculants | Chapter 18: Carbon and Humic Substances | Chapter 19: Brews, Teas, and Ferments | Checkpoint 4B Analysis","_SOURCE","lse volume 2 inputs amendments microbes"
"C:\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\output\LSE_VOLUME_2_SAMPLE.pdf","LSE_FINAL_IMAGE_AND_SPLIT_FIX",".pdf","21256362","2026-06-04T19:40:39Z","n-a","9957248459788EBECAB857AFDA742D6D744770EF77517DE96E54D279DF6796CD","(pdf, not parsed)","","0","0","0","0","no","n-a","0","","","","lse volume 2 sample"
"C:\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\output\LSE_VOLUME_2_TOC_FIXED_SAMPLE.pdf","LSE_FINAL_IMAGE_AND_SPLIT_FIX",".pdf","21314726","2026-06-04T21:25:51Z","n-a","A5D3090E1C70BAB80D06688643020E628F4BD1244A701CAC96C31DF6F1A4E412","(pdf, not parsed)","","0","0","0","0","no","n-a","0","","","TOC_FIXED","lse volume 2 toc fixed sample"
"C:\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\output\LSE_VOLUME_2_TOC_FIXED.html","LSE_FINAL_IMAGE_AND_SPLIT_FIX",".html","798922","2026-06-04T21:25:09Z","n-a","A40CB5508A540C8D6C4CF310FD0D03C907A46FA985DD11CE88049FFDD7B2D03A","Volume 2 — INPUTS, AMENDMENTS & MICROBES","Volume 2 — INPUTS, AMENDMENTS & MICROBES","103223","10","0","10","yes","74/74","0","Table of Contents — Volume 2: Inputs, Amendments Microbes | Chapter 13: Composts | Chapter 14: Minerals | Chapter 15: Plant-Based Inputs | Chapter 16: Animal-Based Inputs","Checkpoint 4A Analysis | Chapter 17: Microbial Inoculants | Chapter 18: Carbon and Humic Substances | Chapter 19: Brews, Teas, and Ferments | Checkpoint 4B Analysis","TOC_FIXED","lse volume 2 toc"
"C:\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\output\LSE_VOLUME_3_FINAL.pdf","LSE_FINAL_IMAGE_AND_SPLIT_FIX",".pdf","112070975","2026-06-04T21:30:56Z","n-a","799EB3F8E5751A628B25B954D9EAF0A615ABB3BDF00C5FC7F619960BBE0621F7","(pdf, not parsed)","","0","0","0","0","no","n-a","0","","","_FINAL","lse volume 3"
"C:\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\output\LSE_VOLUME_3_SAMPLE.pdf","LSE_FINAL_IMAGE_AND_SPLIT_FIX",".pdf","105431250","2026-06-04T19:41:08Z","n-a","71D6B86BF5726B44AE8451E195051D459611C3CC3A0172C9A14852831E7346B8","(pdf, not parsed)","","0","0","0","0","no","n-a","0","","","","lse volume 3 sample"
"C:\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\output\LSE_VOLUME_3_TOC_FIXED_SAMPLE.pdf","LSE_FINAL_IMAGE_AND_SPLIT_FIX",".pdf","105599133","2026-06-04T21:26:24Z","n-a","D3FD26BB7A9C035D720AE8A7795ACFCC175110D2DF52A0C7AFC161FA848847E1","(pdf, not parsed)","","0","0","0","0","no","n-a","0","","","TOC_FIXED","lse volume 3 toc fixed sample"
"C:\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\output\LSE_VOLUME_3_TOC_FIXED.html","LSE_FINAL_IMAGE_AND_SPLIT_FIX",".html","709711","2026-06-04T21:25:10Z","n-a","ED29D9F01583825904A1FF02967F3133A9C56008D9A4A0D83FF0EFBBA4C53FD9","Volume 3 — CROPS, IPM & DIAGNOSTICS","Volume 3 — CROPS, IPM & DIAGNOSTICS","86602","185","436","94","yes","91/91","0","Table of Contents — Volume 3: Crops, IPM Diagnostics | Chapter 26: Companion Planting (Mechanism, Not Folklore) | Chapter 27: Polyculture, Edge Effect, and Guild Design | Chapter 28: The Insectary and Pollinator Guilds | Chapter 29: Crop Rotation and Succession Planning","How to Check Your Results | Storage, Shelf Life, and Lifecycle | Sourcing and Quality Checks | North Texas Growing Note | Related Topics","TOC_FIXED","lse volume 3 toc"
"C:\Users\dstor\Downloads\Crypto SOP and N8N template explanation.pdf","Downloads",".pdf","146253","2026-02-06T01:55:16Z","n-a","5A659954E4726E55058584AF4895C7F71213BF8EABC8B640B663A233F0A12388","(pdf, not parsed)","","0","0","0","0","no","n-a","0","","","","crypto sop and n8n template explanation"
"C:\Users\dstor\Downloads\expanded_chapters_20_21_22_24.md","Downloads",".md","65676","2026-05-17T04:58:25Z","n-a","F17119296C8312C53157BBE95AC94A70AD92B1475B6C24F1E902DBD690542F63","","","9950","0","0","0","no","n-a","0","Chapter 20: Reading the Site | Chapter 21: Designing and Building Raised Beds | Chapter 22: Container Growing in Living Soil | Chapter 24: No-Till Maintenance and Top-Dressing","Chapter 20: Reading the Site | Chapter 21: Designing and Building Raised Beds | Chapter 22: Container Growing in Living Soil | Chapter 24: No-Till Maintenance and Top-Dressing","","expanded chapters 24"
"C:\Users\dstor\Downloads\expanded_chapters_32_34_35.md","Downloads",".md","55423","2026-05-17T07:00:30Z","n-a","28D201935F15586742D52CF919000259A022B38F1A94E537F81DD9ECA3280C38","","","7991","0","0","0","no","n-a","0","Chapter 32: Cut Flowers as Biological Cover and Habitat | Chapter 34: Irrigation Systems Compared | Chapter 35: Rainwater Harvesting and Hard-Water Mitigation","Chapter 32: Cut Flowers as Biological Cover and Habitat | Chapter 34: Irrigation Systems Compared | Chapter 35: Rainwater Harvesting and Hard-Water Mitigation","","expanded chapters"
"C:\Users\dstor\Downloads\Living_Soil_Foundations_Book1_ASSEMBLED (1).md","Downloads",".md","609130","2026-05-17T05:31:33Z","n-a","DEC092CFEBC760C0C7E34992FEDBD3892B3708C7F451B6F7CA3AEC7E79BE23A5","","","87100","0","0","0","no","n-a","0","Book 1 — Living Soil Foundations & Personal Growing | Chapter 1. From Salts to Symbiosis: Why Living Soil Outperforms Liquid Feeding | Chapter 2. The Soil Food Web: A Functional Map | Chapter 3. Bacteria — Decomposers and Cyclers | Chapter 4. Fungi — Networkers and Translators","2. Total Chapter Count | 3. Files Confirmed Present | 4. Files Flagged as Missing or Truncated | 5. Formatting Inconsistencies Found at Checkpoint Boundaries | 6. Count of Remaining [VERIFY] Markers","ASSEMBLED; numbered-copy","living soil foundations book1 assembled"
"C:\Users\dstor\Downloads\Living_Soil_Foundations_Book1_ASSEMBLED.md","Downloads",".md","609130","2026-05-16T05:17:46Z","n-a","DEC092CFEBC760C0C7E34992FEDBD3892B3708C7F451B6F7CA3AEC7E79BE23A5","","","87100","0","0","0","no","n-a","0","Book 1 — Living Soil Foundations & Personal Growing | Chapter 1. From Salts to Symbiosis: Why Living Soil Outperforms Liquid Feeding | Chapter 2. The Soil Food Web: A Functional Map | Chapter 3. Bacteria — Decomposers and Cyclers | Chapter 4. Fungi — Networkers and Translators","2. Total Chapter Count | 3. Files Confirmed Present | 4. Files Flagged as Missing or Truncated | 5. Formatting Inconsistencies Found at Checkpoint Boundaries | 6. Count of Remaining [VERIFY] Markers","ASSEMBLED","living soil foundations book1 assembled"
"C:\Users\dstor\Downloads\Living_Soil_Foundations_Book1_ASSEMBLED.md.pdf","Downloads",".pdf","1853117","2026-05-16T05:34:25Z","n-a","9E31F979FB2A1BCDAC477162A3B16569174699BD5A6E845DAFFA9F949EA90680","(pdf, not parsed)","","0","0","0","0","no","n-a","0","","","ASSEMBLED","living soil foundations book1 assembled md"
"C:\Users\dstor\Downloads\Living_Soil_Foundations_Book1_v3.pdf","Downloads",".pdf","794382","2026-05-18T00:15:27Z","n-a","D3ACD1D73304DF2EF186D2464F975987A48C11BEE04F9859EBFF3FA156BD6AD6","(pdf, not parsed)","","0","0","0","0","no","n-a","0","","","","living soil foundations book1 v3"
"C:\Users\dstor\Downloads\LSE_Batch_17_Final_Draft_Crop_Specific_Profiles.md","Downloads",".md","66491","2026-05-26T15:58:47Z","n-a","7444B17AB0DB4620BB981CADF8093746103348D2B8B60084583868C012502366","","","9885","0","0","0","no","n-a","0","1. Identity Block | 2. Composition & Properties | 3. Mechanism of Action | 4. Application Guidance | 5. Interactions","9. Sourcing & Quality Control | 10. North Texas Note | 11. Cross-References | 12. Sources & Confidence Note | Unresolved `[VERIFY]` Flags by Entry","_FINAL","lse batch 17 final draft crop specific profiles"
"C:\Users\dstor\Downloads\LSE_CLEAN_SOURCE.html","Downloads",".html","3609319","2026-06-02T04:58:15Z","n-a","49898830C56A496E110124245F48124E1FE215F47A62E51970F6ACC006900058","Living Soil Encyclopedia - Main Book v2.11","Living Soil Encyclopedia","462766","2140","275","91","no","n-a","0","Publication-Format Private Edition | How to Use This Edition | Functional Finders | Private Reader Edition - v1.96/v1.98 Reader-Designed Source | Chapter 1. From Salts to Symbiosis: Why Living Soil Outperforms Liquid Feeding","10. What Belongs in a Future Edition | 11. Sources and Confidence Notes | Graywater Irrigation for Gardens | Irrigation Water Salinity and Sodium Hazard | Municipal / Utility Restriction Placeholder","_SOURCE; _CLEAN","lse clean"
"C:\Users\dstor\Downloads\LSE_COMPANION_EDITED.html","Downloads",".html","342850","2026-07-14T04:14:35Z","n-a","B53DFA6C24C00F9CC877F62B2B210C7005DCC0EB4B350B50DE6811F52DD24B54","Companion — Reference, SOPs &amp; Appendices","Companion — Reference, SOPs Appendices","41212","139","51","7","yes","158/158","0","Table of Contents — Companion — Reference, SOPs Appendices | What It Is | Key Traits and Properties | How It Works | 4. Application Guidance [SOP — Numbered Steps]","Self-Photo Placeholders (SP-xx) | Text-Substitute Notes (B30-xxx) | Graywater Irrigation for Gardens | Irrigation Water Salinity and Sodium Hazard | Municipal / Utility Restriction Placeholder","_EDITED","lse companion"
"C:\Users\dstor\Downloads\LSE_Main_Book_v2_14_PUBLICATION_FORMAT_PRIVATE_EDITION.pdf","Downloads",".pdf","12913668","2026-05-31T07:05:50Z","n-a","DFDB4DEF7C9E94EA06D3ED6FD15A9CB3F058571A0F7BC2C95468431FB760EA64","(pdf, not parsed)","","0","0","0","0","no","n-a","0","","","version-number","lse main book publication format private edition"
"C:\Users\dstor\Downloads\LSE_MAIN_BOOK_WITH_TOC_v2.pdf","Downloads",".pdf","22845426","2026-06-01T03:28:27Z","n-a","7D561D279CBDF611ACE9C0FB743506D354699DA920D5B1AB8C6DDDEA72E830A3","(pdf, not parsed)","","0","0","0","0","no","n-a","0","","","","lse main book with toc v2"
"C:\Users\dstor\Downloads\LSE_MAIN_BOOK_WITH_TOC.pdf","Downloads",".pdf","22818308","2026-05-31T23:42:42Z","n-a","412A272B27561F38A4A208DEF022A3724E6D9DFE7854147EC9D06E3CC0B5BAC5","(pdf, not parsed)","","0","0","0","0","no","n-a","0","","","","lse main book with toc"
"C:\Users\dstor\Downloads\LSE_MERGED_158_HOLD3 (1).html","Downloads",".html","2231659","2026-06-04T03:43:33Z","n-a","53FD31BAE01C4666C5FD94F082385B0FB7D8B1B3CB5C30FF5F9E9CF7BA905463","Living Soil Encyclopedia - Main Book v2.11","Living Soil Encyclopedia","287348","415","598","65","no","n-a","0","Publication-Format Private Edition | How to Use This Edition | Functional Finders | Private Reader Edition - v1.96/v1.98 Reader-Designed Source | Chapter 1. From Salts to Symbiosis: Why Living Soil Outperforms Liquid Feeding","10. What Belongs in a Future Edition | 11. Sources and Confidence Notes | Graywater Irrigation for Gardens | Irrigation Water Salinity and Sodium Hazard | Municipal / Utility Restriction Placeholder","HOLD; MERGED; numbered-copy","lse merged 158"
"C:\Users\dstor\Downloads\LSE_MERGED_158_HOLD3.html","Downloads",".html","2231659","2026-06-03T06:48:39Z","n-a","53FD31BAE01C4666C5FD94F082385B0FB7D8B1B3CB5C30FF5F9E9CF7BA905463","Living Soil Encyclopedia - Main Book v2.11","Living Soil Encyclopedia","287348","415","598","65","no","n-a","0","Publication-Format Private Edition | How to Use This Edition | Functional Finders | Private Reader Edition - v1.96/v1.98 Reader-Designed Source | Chapter 1. From Salts to Symbiosis: Why Living Soil Outperforms Liquid Feeding","10. What Belongs in a Future Edition | 11. Sources and Confidence Notes | Graywater Irrigation for Gardens | Irrigation Water Salinity and Sodium Hazard | Municipal / Utility Restriction Placeholder","HOLD; MERGED","lse merged 158"
"C:\Users\dstor\Downloads\LSE_Option_A_oil_sulfur_safety_handoff.pdf","Downloads",".pdf","121364","2026-05-29T21:12:54Z","n-a","74282DFD0EA9F1E131D83D70892FBB193D5195B57A093CF2F3C65C0ED3CB7563","(pdf, not parsed)","","0","0","0","0","no","n-a","0","","","","lse option a oil sulfur safety handoff"
"C:\Users\dstor\Downloads\LSE_Phase_E_Thread_Content_FIXED.md","Downloads",".md","219129","2026-05-25T14:53:58Z","n-a","0EE658D86AFECAB669B4C61A99C94A9B837565AB4AB71A81F86C1AA4BBFA0EAF","","","30320","0","0","0","no","n-a","0","Phase E Scope Supplied in Thread | Production Prompt Uploaded in Thread | QA Checklist Supplied in Thread | Workflow Recommendations Established in Thread | 1. Identity Block","8. Lifecycle, Storage & Shelf Life | 9. Sourcing & Quality Control | 10. North Texas Note | 11. Cross-References | 12. Sources & Confidence Note","","lse phase e thread content"
"C:\Users\dstor\Downloads\LSE_Private_Draft_Manuscript_v1_78.md","Downloads",".md","1594482","2026-05-30T18:32:14Z","n-a","767FB06106FB26AD9A68C278FD5D387F398EEFA683BADB3174AE91BC4787ABDA","","","191811","0","0","0","no","n-a","0","Evidence-Status Notice | Private / Public Image Warning | Current Dashboard | Missing Compiled Block Notice | Provisional Assembly Order","Irrigation Water Salinity and Sodium Hazard | Municipal / Utility Restriction Placeholder | Selected-product held rows | Source-missing rows | Public/sold blockers","version-number","lse private draft manuscript"
"C:\Users\dstor\Downloads\LSE_Private_Draft_Manuscript_v1_79_with_image_placeholders.md","Downloads",".md","1675364","2026-05-30T18:32:21Z","n-a","C83BC965D31D4AC2EAA39CDAA07A6D23801BA728086FD0A50053E49E4DE98D41","","","204107","0","0","0","no","n-a","0","Evidence-Status Notice | Private / Public Image Warning | Current Dashboard | Missing Compiled Block Notice | Provisional Assembly Order","v1.79 Figure Callout Register | v1.79 Text-Only Substitute Map | v1.79 Remove-Before-Publication Queue | v1.79 Caption / Alt-Text / Factual Label Work Queue | Control Note","HOLD; version-number","lse private draft manuscript with image placeholders"
"C:\Users\dstor\Downloads\LSE_Private_Draft_Manuscript_v1_80_QA_candidate.md","Downloads",".md","1678721","2026-05-30T18:32:27Z","n-a","FFD37A158F3FAA9FC14BD2C7064754097FC887117B14E49EDBC99AF18F086660","","","204624","0","0","0","no","n-a","0","v1.80 QA Dashboard | Public/Sold Blockers | Evidence-Status Notice | Private / Public Image Warning | Current Dashboard","v1.79 Figure Callout Register | v1.79 Text-Only Substitute Map | v1.79 Remove-Before-Publication Queue | v1.79 Caption / Alt-Text / Factual Label Work Queue | Control Note","candidate; version-number","lse private draft manuscript qa"
"C:\Users\dstor\Downloads\LSE_Private_Edition_Manuscript_v1_94_COMPLETE_FOR_NOW.pdf","Downloads",".pdf","14730801","2026-05-31T02:38:00Z","n-a","E28B8877C437AE8AD8DEE29218DA1B277544367DBC8999E6E137EE7D316E98CB","(pdf, not parsed)","","0","0","0","0","no","n-a","0","","","version-number","lse private edition manuscript complete for now"
"C:\Users\dstor\Downloads\LSE_Private_Edition_v2_03_SINGLE_VOLUME_PRIVATE_REVIEW.pdf","Downloads",".pdf","26609548","2026-05-31T05:43:03Z","n-a","81A0A9C6FE3C49E9666AE611F8B88FFF96E827E5EFA31E89B0A9468A8E667D7E","(pdf, not parsed)","","0","0","0","0","no","n-a","0","","","version-number","lse private edition single volume private review"
"C:\Users\dstor\Downloads\LSE_v1_16_controlled_text_only_block_01.md","Downloads",".md","192291","2026-05-28T15:46:31Z","n-a","062A59F0C080E1762DEC904BD066F80A2885CCA26289DDA3E3274FFF663BACB4","","","27578","0","0","0","no","n-a","0","1. Block Cover Note | 2. Chapter/Part Placement | 3. Compiled Text | 1. Identity Block | 2. Composition & Properties","8. Image-Creation Prompt for Herb Chapter | 9. Sources & Confidence Note | 10. [VERIFY] Ledger for Herb Chapter | 4. Compilation Notes | 5. Block QA Table","version-number","lse controlled text only block 01"
"C:\Users\dstor\Downloads\LSE_v1_17_controlled_text_only_block_02.md","Downloads",".md","127725","2026-05-28T15:46:36Z","n-a","58F95BF4A3F386CB0407F2A096EC5E4E56D388AE9D03FDBD80A0BC562B9B9310","","","17431","0","0","0","no","n-a","0","1. Block 02 Cover Note | 2. Proposed Chapter/Part Placement | 3. Compiled Text | 1. Identity Block | 2. Composition & Properties","10. North Texas Note | 11. Cross-References | 12. Sources & Confidence Note | 4. Compilation Notes | 5. Block 02 QA Table","version-number","lse controlled text only block 02"
"C:\Users\dstor\Downloads\LSE_v1_18_controlled_text_only_block_03.md","Downloads",".md","190027","2026-05-28T17:05:31Z","n-a","50DFC0903A4708DBAD1E2C7122F2D82422D6AB0058F41F528660479E7250EF49","","","26681","0","0","0","no","n-a","0","1. Block Cover Note | 2. Proposed Chapter/Part Placement | 3. Compiled Text | 1. Identity Block | 2. Composition & Properties","10. North Texas Note | 11. Cross-References | 12. Sources & Confidence Note | 4. Compilation Notes | 5. Block 03 QA Table","version-number","lse controlled text only block 03"
"C:\Users\dstor\Downloads\LSE_v1_19_controlled_text_only_block_04.md","Downloads",".md","150304","2026-05-28T17:05:49Z","n-a","571DA8DFB3D3C5FA708E45A2EB86BD4868BDC876212E32C885A4F551817D4BF1","","","11148","0","0","0","no","n-a","0","1. Block Cover Note | 2. Proposed Chapter/Part Placement | 3. Compiled Text | 1. Identity Block | 2. Composition & Properties","10. North Texas Note | 11. Cross-References | 12. Sources & Confidence Note | 4. Compilation Notes | 5. Block 04 QA Table","version-number","lse controlled text only block 04"
"C:\Users\dstor\Downloads\LSE_v1_20_controlled_text_only_block_05.md","Downloads",".md","143341","2026-05-28T17:05:55Z","n-a","4B8BC90CE1864378D5A1CEF32BD3713F10F7B0FF67711AEAFA02875F7B5FC0EC","","","20712","0","0","0","no","n-a","0","1. Block Cover Note | 2. Proposed Chapter/Part Placement | 3. Compiled Text | 1. Identity Block | 2. Composition & Properties","10. North Texas Note | 11. Cross-References | 12. Sources & Confidence Note | 4. Compilation Notes | 5. Block 05 QA Table","version-number","lse controlled text only block 05"
"C:\Users\dstor\Downloads\LSE_v1_22_controlled_text_only_block_06.md","Downloads",".md","197616","2026-05-28T19:12:04Z","n-a","CDA0450298FC8914FAEDAFF786D954F8C0002F72D0361405BAEEEC56FB2D78C9","","","27629","0","0","0","no","n-a","0","1. Block 06 Cover Note | 2. Proposed Chapter/Part Placement | 3. Compiled Text | 1. Identity Block | 2. Composition & Properties","10. North Texas Note | 11. Cross-References | 12. Sources & Confidence Note | 4. Compilation Notes | 5. Block 06 QA Table","version-number","lse controlled text only block 06"
"C:\Users\dstor\Downloads\LSE_v1_23_controlled_text_only_block_07.md","Downloads",".md","193884","2026-05-28T19:12:09Z","n-a","75D6FC339B1DE6D11E3482C6A6C3F3AE20432889122FD746B67C44B1B738FA24","","","27364","0","0","0","no","n-a","0","1. Block 07 Cover Note | 2. Proposed Chapter/Part Placement | 3. Compiled Text | 1. Identity Block | 2. Composition & Properties","10. North Texas Note | 11. Cross-References | 12. Sources & Confidence Note | 4. Compilation Notes | 5. Block 07 QA Table","version-number","lse controlled text only block 07"
"C:\Users\dstor\Downloads\LSE_v1_24_controlled_text_only_block_08.md","Downloads",".md","253860","2026-05-28T20:27:28Z","n-a","B80454494103D89022BE8E20920AA3BAEF08B34AF45DECD73A255AC2640B3594","","","36222","0","0","0","no","n-a","0","1. Block 08 Cover Note | 2. Proposed Chapter/Part Placement | 3. Compiled Text | 4. Compilation Notes | 5. Block QA Table","2. Proposed Chapter/Part Placement | 3. Compiled Text | 4. Compilation Notes | 5. Block QA Table | 6. Block Result","version-number","lse controlled text only block 08"
"C:\Users\dstor\Downloads\LSE_v1_25_controlled_text_only_block_09.md","Downloads",".md","200806","2026-05-28T20:27:36Z","n-a","34C52F002CCC409ED6272C86AEAC70568637963B0FAFD4DC5CC082F115209791","","","28759","0","0","0","no","n-a","0","1. Block 09 Cover Note | 2. Proposed Chapter/Part Placement | 3. Compiled Text | 1. Identity Block | 2. Composition & Properties","11. Cross-References | 12. Sources & Confidence Note | 4. Compilation Notes | 5. Block QA Table | 6. Block Result","version-number","lse controlled text only block 09"
