expected_path,location,tier,determination,matched_source_relpath,target_ondisk_name,confidence,source_w,source_h,lowres_flag,gate_photographer,gate_license,subject_overlap,notes
assets/lse_figures/LSE_A09_Compost_Maturity_Contamination_Inspection_Ch13.png,lse_figures,2,rename-on-copy,New image creations final draft\LSE_A09_Compost_Maturity_Contamination_Inspection_Ch13.png.png,LSE_A09_Compost_Maturity_Contamination_Inspection_Ch13.png,0.98,1122,1402,LOWRES<1500,,,,rename-on-copy: 'LSE_A09_Compost_Maturity_Contamination_Inspection_Ch13.png.png' -> 'LSE_A09_Compost_Maturity_Contamination_Inspection_Ch13.png'
assets/lse_figures/LSE_A10_Brews_Teas_Ferments_Safety_Station_Ch19.png,lse_figures,2,rename-on-copy,New image creations final draft\LSE_A10_Brews_Teas_Ferments_Safety_Station_Ch19.png.png,LSE_A10_Brews_Teas_Ferments_Safety_Station_Ch19.png,0.98,1122,1402,LOWRES<1500,,,,rename-on-copy: 'LSE_A10_Brews_Teas_Ferments_Safety_Station_Ch19.png.png' -> 'LSE_A10_Brews_Teas_Ferments_Safety_Station_Ch19.png'
assets/lse_figures/LSE_A12_Living_Soil_Container_Cross_Section_Ch22.png,lse_figures,4,unresolved,,LSE_A12_Living_Soil_Container_Cross_Section_Ch22.png,0.0,,,,,,,no source with matching figure code / title
assets/lse_figures/LSE_A13_Cover_Crop_Function_Root_Architecture_Plate_Ch25.png,lse_figures,2,rename-on-copy,New image creations final draft\LSE_A13_Cover_Crop_Function_Root_Architecture_Plate_Ch25.png.png,LSE_A13_Cover_Crop_Function_Root_Architecture_Plate_Ch25.png,0.98,1122,1402,LOWRES<1500,,,,rename-on-copy: 'LSE_A13_Cover_Crop_Function_Root_Architecture_Plate_Ch25.png.png' -> 'LSE_A13_Cover_Crop_Function_Root_Architecture_Plate_Ch25.png'
assets/lse_figures/LSE_A14_Insectary_Pollinator_Guild_Ch28.png,lse_figures,2,rename-on-copy,New image creations final draft\LSE_A14_Insectary_Pollinator_Guild_Ch28.png.png,LSE_A14_Insectary_Pollinator_Guild_Ch28.png,0.98,1122,1402,LOWRES<1500,,,,rename-on-copy: 'LSE_A14_Insectary_Pollinator_Guild_Ch28.png.png' -> 'LSE_A14_Insectary_Pollinator_Guild_Ch28.png'
assets/lse_figures/LSE_A15_Crop_Family_Rotation_Map_Ch29.png,lse_figures,2,rename-on-copy,New image creations final draft\LSE_A15_Crop_Family_Rotation_Map_Ch29.png.png,LSE_A15_Crop_Family_Rotation_Map_Ch29.png,0.98,1122,1402,LOWRES<1500,,,,rename-on-copy: 'LSE_A15_Crop_Family_Rotation_Map_Ch29.png.png' -> 'LSE_A15_Crop_Family_Rotation_Map_Ch29.png'
assets/lse_figures/LSE_A17_Hoop_House_Season_Extension_Setup_Ch36.png,lse_figures,2,rename-on-copy,New image creations final draft\LSE_A17_Hoop_House_Season_Extension_Setup_Ch36.png.png,LSE_A17_Hoop_House_Season_Extension_Setup_Ch36.png,0.98,1024,1536,,,,,rename-on-copy: 'LSE_A17_Hoop_House_Season_Extension_Setup_Ch36.png.png' -> 'LSE_A17_Hoop_House_Season_Extension_Setup_Ch36.png'
assets/lse_figures/LSE_A18_IPM_Pyramid_Scouting_Ch39.png,lse_figures,4,unresolved,,LSE_A18_IPM_Pyramid_Scouting_Ch39.png,0.0,,,,,,,no source with matching figure code / title
assets/lse_figures/LSE_A20_Soil_Microscopy_Workflow_Ch44.png,lse_figures,4,unresolved,,LSE_A20_Soil_Microscopy_Workflow_Ch44.png,0.0,,,,,,,no source with matching figure code / title
assets/lse_figures/LSE_B02_Predator_Driven_Nitrogen_Mineralization_Loop_Ch05.png,lse_figures,2,rename-on-copy,New image creations final draft\LSE_B02_Predator_Driven_Nitrogen_Mineralization_Loop_Ch05.png.png,LSE_B02_Predator_Driven_Nitrogen_Mineralization_Loop_Ch05.png,0.98,1254,1254,LOWRES<1500,,,,rename-on-copy: 'LSE_B02_Predator_Driven_Nitrogen_Mineralization_Loop_Ch05.png.png' -> 'LSE_B02_Predator_Driven_Nitrogen_Mineralization_Loop_Ch05.png'
assets/lse_figures/LSE_B03_Nematode_Mouthpart_Comparison_Ch05_44.png,lse_figures,2,rename-on-copy,New image creations final draft\LSE_B03_Nematode_Mouthpart_Comparison_Ch05_44.png.png,LSE_B03_Nematode_Mouthpart_Comparison_Ch05_44.png,0.98,1122,1402,LOWRES<1500,,,,rename-on-copy: 'LSE_B03_Nematode_Mouthpart_Comparison_Ch05_44.png.png' -> 'LSE_B03_Nematode_Mouthpart_Comparison_Ch05_44.png'
assets/lse_figures/LSE_B05_Mycorrhizal_Inoculation_Failure_Modes_Ch06_17.png,lse_figures,2,rename-on-copy,New image creations final draft\LSE_B05_Mycorrhizal_Inoculation_Failure_Modes_Ch06_17.png.png,LSE_B05_Mycorrhizal_Inoculation_Failure_Modes_Ch06_17.png,0.98,1149,1369,LOWRES<1500,,,,rename-on-copy: 'LSE_B05_Mycorrhizal_Inoculation_Failure_Modes_Ch06_17.png.png' -> 'LSE_B05_Mycorrhizal_Inoculation_Failure_Modes_Ch06_17.png'
assets/lse_figures/LSE_B06_Fungal_Bacterial_Succession_Strip_Ch07.png,lse_figures,4,unresolved,,LSE_B06_Fungal_Bacterial_Succession_Strip_Ch07.png,0.0,,,,,,,no source with matching figure code / title
assets/lse_figures/LSE_B07_Five_Soil_Health_Principles_Wheel_Ch08.png,lse_figures,2,rename-on-copy,New image creations final draft\LSE_B07_Five_Soil_Health_Principles_Wheel_Ch08.png.png,LSE_B07_Five_Soil_Health_Principles_Wheel_Ch08.png,0.98,1254,1254,LOWRES<1500,,,,rename-on-copy: 'LSE_B07_Five_Soil_Health_Principles_Wheel_Ch08.png.png' -> 'LSE_B07_Five_Soil_Health_Principles_Wheel_Ch08.png'
assets/lse_figures/LSE_B08_Thermal_Compost_Process_Ch09_Ch13.png,lse_figures,2,rename-on-copy,New image creations final draft\LSE_B08_Thermal_Compost_Process_Ch09_Ch13.png.png,LSE_B08_Thermal_Compost_Process_Ch09_Ch13.png,0.98,1149,1369,LOWRES<1500,,,,rename-on-copy: 'LSE_B08_Thermal_Compost_Process_Ch09_Ch13.png.png' -> 'LSE_B08_Thermal_Compost_Process_Ch09_Ch13.png'
assets/lse_figures/LSE_B09_Compost_Extract_vs_AACT_Ch09_19.png,lse_figures,4,unresolved,,LSE_B09_Compost_Extract_vs_AACT_Ch09_19.png,0.0,,,,,,,no source with matching figure code / title
assets/lse_figures/LSE_B10_Coots_Mix_1_1_1_Triangle_Ch10_23.png,lse_figures,2,rename-on-copy,New image creations final draft\LSE_B10_Coots_Mix_1_1_1_Triangle_Ch10_23.png.png,LSE_B10_Coots_Mix_1_1_1_Triangle_Ch10_23.png,0.98,1254,1254,LOWRES<1500,,,,rename-on-copy: 'LSE_B10_Coots_Mix_1_1_1_Triangle_Ch10_23.png.png' -> 'LSE_B10_Coots_Mix_1_1_1_Triangle_Ch10_23.png'
assets/lse_figures/LSE_B11_Plant_Health_Pyramid_Evidence_Boundary_Ch11_Ch41.png,lse_figures,2,rename-on-copy,New image creations final draft\LSE_B11_Plant_Health_Pyramid_Evidence_Boundary_Ch11_Ch41.png.png,LSE_B11_Plant_Health_Pyramid_Evidence_Boundary_Ch11_Ch41.png,0.98,1122,1402,LOWRES<1500,,,,rename-on-copy: 'LSE_B11_Plant_Health_Pyramid_Evidence_Boundary_Ch11_Ch41.png.png' -> 'LSE_B11_Plant_Health_Pyramid_Evidence_Boundary_Ch11_Ch41.png'
assets/lse_figures/LSE_B12_KNF_IMO_1_4_Workflow_Ch12_Ch19.png,lse_figures,2,rename-on-copy,New image creations final draft\LSE_B12_KNF_IMO_1_4_Workflow_Ch12_Ch19.png.png,LSE_B12_KNF_IMO_1_4_Workflow_Ch12_Ch19.png,0.98,1122,1402,LOWRES<1500,,,,rename-on-copy: 'LSE_B12_KNF_IMO_1_4_Workflow_Ch12_Ch19.png.png' -> 'LSE_B12_KNF_IMO_1_4_Workflow_Ch12_Ch19.png'
assets/lse_figures/LSE_B13_JADAM_Safety_Plate_Ch12_19_41.png,lse_figures,2,rename-on-copy,New image creations final draft\LSE_B13_JADAM_Safety_Plate_Ch12_19_41.png.png,LSE_B13_JADAM_Safety_Plate_Ch12_19_41.png,0.98,1149,1369,LOWRES<1500,,,,rename-on-copy: 'LSE_B13_JADAM_Safety_Plate_Ch12_19_41.png.png' -> 'LSE_B13_JADAM_Safety_Plate_Ch12_19_41.png'
assets/lse_figures/LSE_B15_Lime_Gypsum_Sulfur_Decision_Tree_Ch14.png,lse_figures,2,rename-on-copy,New image creations final draft\LSE_B15_Lime_Gypsum_Sulfur_Decision_Tree_Ch14.png.png,LSE_B15_Lime_Gypsum_Sulfur_Decision_Tree_Ch14.png,0.98,1199,1312,LOWRES<1500,,,,rename-on-copy: 'LSE_B15_Lime_Gypsum_Sulfur_Decision_Tree_Ch14.png.png' -> 'LSE_B15_Lime_Gypsum_Sulfur_Decision_Tree_Ch14.png'
assets/lse_figures/LSE_B16_Trace_Element_Deficiency_vs_Toxicity_Ch14.png,lse_figures,2,rename-on-copy,New image creations final draft\LSE_B16_Trace_Element_Deficiency_vs_Toxicity_Ch14.png.png,LSE_B16_Trace_Element_Deficiency_vs_Toxicity_Ch14.png,0.98,1402,1122,LOWRES<1500,,,,rename-on-copy: 'LSE_B16_Trace_Element_Deficiency_vs_Toxicity_Ch14.png.png' -> 'LSE_B16_Trace_Element_Deficiency_vs_Toxicity_Ch14.png'
assets/lse_figures/LSE_B17_Microbial_Inoculant_Viability_Root_Contact_Ch17.png,lse_figures,2,rename-on-copy,New image creations final draft\LSE_B17_Microbial_Inoculant_Viability_Root_Contact_Ch17.png.png,LSE_B17_Microbial_Inoculant_Viability_Root_Contact_Ch17.png,0.98,1199,1312,LOWRES<1500,,,,rename-on-copy: 'LSE_B17_Microbial_Inoculant_Viability_Root_Contact_Ch17.png.png' -> 'LSE_B17_Microbial_Inoculant_Viability_Root_Contact_Ch17.png'
assets/lse_figures/LSE_B18_Raw_vs_Charged_Biochar_Ch18.png,lse_figures,2,rename-on-copy,New image creations final draft\LSE_B18_Raw_vs_Charged_Biochar_Ch18.png.png,LSE_B18_Raw_vs_Charged_Biochar_Ch18.png,0.98,1197,1315,LOWRES<1500,,,,rename-on-copy: 'LSE_B18_Raw_vs_Charged_Biochar_Ch18.png.png' -> 'LSE_B18_Raw_vs_Charged_Biochar_Ch18.png'
assets/lse_figures/LSE_B21_Soil_Recipe_Matrix_By_Crop_Type_Ch23.png,lse_figures,2,rename-on-copy,New image creations final draft\LSE_B21_Soil_Recipe_Matrix_By_Crop_Type_Ch23.png.png,LSE_B21_Soil_Recipe_Matrix_By_Crop_Type_Ch23.png,0.98,1536,1024,,,,,rename-on-copy: 'LSE_B21_Soil_Recipe_Matrix_By_Crop_Type_Ch23.png.png' -> 'LSE_B21_Soil_Recipe_Matrix_By_Crop_Type_Ch23.png'
assets/lse_figures/LSE_B22_Top_Dress_Layer_Cake_Ch24.png,lse_figures,2,rename-on-copy,New image creations final draft\LSE_B22_Top_Dress_Layer_Cake_Ch24.png.png,LSE_B22_Top_Dress_Layer_Cake_Ch24.png,0.98,1195,1316,LOWRES<1500,,,,rename-on-copy: 'LSE_B22_Top_Dress_Layer_Cake_Ch24.png.png' -> 'LSE_B22_Top_Dress_Layer_Cake_Ch24.png'
assets/lse_figures/LSE_B23_Cover_Crop_Selector_North_Texas_Ch25.png,lse_figures,2,rename-on-copy,New image creations final draft\LSE_B23_Cover_Crop_Selector_North_Texas_Ch25.png.png,LSE_B23_Cover_Crop_Selector_North_Texas_Ch25.png,0.98,1402,1122,LOWRES<1500,,,,rename-on-copy: 'LSE_B23_Cover_Crop_Selector_North_Texas_Ch25.png.png' -> 'LSE_B23_Cover_Crop_Selector_North_Texas_Ch25.png'
assets/lse_figures/LSE_B24_Companion_Planting_Mechanism_vs_Folklore_Ch26.png,lse_figures,2,rename-on-copy,New image creations final draft\LSE_B24_Companion_Planting_Mechanism_vs_Folklore_Ch26.png.png,LSE_B24_Companion_Planting_Mechanism_vs_Folklore_Ch26.png,0.98,1024,1536,,,,,rename-on-copy: 'LSE_B24_Companion_Planting_Mechanism_vs_Folklore_Ch26.png.png' -> 'LSE_B24_Companion_Planting_Mechanism_vs_Folklore_Ch26.png'
assets/lse_figures/LSE_B25_Seven_Layer_Guild_Design_Texas_Peach_Ch27.png,lse_figures,2,rename-on-copy,New image creations final draft\LSE_B25_Seven_Layer_Guild_Design_Texas_Peach_Ch27.png.png,LSE_B25_Seven_Layer_Guild_Design_Texas_Peach_Ch27.png,0.98,1149,1369,LOWRES<1500,,,,rename-on-copy: 'LSE_B25_Seven_Layer_Guild_Design_Texas_Peach_Ch27.png.png' -> 'LSE_B25_Seven_Layer_Guild_Design_Texas_Peach_Ch27.png'
assets/lse_figures/LSE_B26_Flower_Architecture_For_Beneficial_Insects_Ch28_40.png,lse_figures,2,rename-on-copy,New image creations final draft\LSE_B26_Flower_Architecture_For_Beneficial_Insects_Ch28_40.png.png,LSE_B26_Flower_Architecture_For_Beneficial_Insects_Ch28_40.png,0.98,1198,1313,LOWRES<1500,,,,rename-on-copy: 'LSE_B26_Flower_Architecture_For_Beneficial_Insects_Ch28_40.png.png' -> 'LSE_B26_Flower_Architecture_For_Beneficial_Insects_Ch28_40.png'
assets/lse_figures/LSE_B28_North_Texas_Bed_Pivot_Calendar_Ch25_Ch29_Ch30.png,lse_figures,2,rename-on-copy,New image creations final draft\LSE_B28_North_Texas_Bed_Pivot_Calendar_Ch25_Ch29_Ch30.png.png,LSE_B28_North_Texas_Bed_Pivot_Calendar_Ch25_Ch29_Ch30.png,0.98,1536,1024,,,,,rename-on-copy: 'LSE_B28_North_Texas_Bed_Pivot_Calendar_Ch25_Ch29_Ch30.png.png' -> 'LSE_B28_North_Texas_Bed_Pivot_Calendar_Ch25_Ch29_Ch30.png'
assets/lse_figures/LSE_B29_Herb_Grouping_Matrix_Ch31.png,lse_figures,2,rename-on-copy,New image creations final draft\LSE_B29_Herb_Grouping_Matrix_Ch31.png.png,LSE_B29_Herb_Grouping_Matrix_Ch31.png,0.98,1402,1122,LOWRES<1500,,,,rename-on-copy: 'LSE_B29_Herb_Grouping_Matrix_Ch31.png.png' -> 'LSE_B29_Herb_Grouping_Matrix_Ch31.png'
assets/lse_figures/LSE_B30_Irrigation_Systems_Compared_Ch34.png,lse_figures,2,rename-on-copy,New image creations final draft\LSE_B30_Irrigation_Systems_Compared_Ch34.png.png,LSE_B30_Irrigation_Systems_Compared_Ch34.png,0.98,1536,1024,,,,,rename-on-copy: 'LSE_B30_Irrigation_Systems_Compared_Ch34.png.png' -> 'LSE_B30_Irrigation_Systems_Compared_Ch34.png'
assets/lse_figures/LSE_B32_Tool_Sanitation_Workflow_Ch38_49.png,lse_figures,2,rename-on-copy,New image creations final draft\LSE_B32_Tool_Sanitation_Workflow_Ch38_49.png.png,LSE_B32_Tool_Sanitation_Workflow_Ch38_49.png,0.98,1195,1316,LOWRES<1500,,,,rename-on-copy: 'LSE_B32_Tool_Sanitation_Workflow_Ch38_49.png.png' -> 'LSE_B32_Tool_Sanitation_Workflow_Ch38_49.png'
assets/lse_figures/LSE_B33_Beneficial_Insect_Lifecycle_Plate_Ch40.png,lse_figures,2,rename-on-copy,New image creations final draft\LSE_B33_Beneficial_Insect_Lifecycle_Plate_Ch40.png.png,LSE_B33_Beneficial_Insect_Lifecycle_Plate_Ch40.png,0.98,1536,1024,,,,,rename-on-copy: 'LSE_B33_Beneficial_Insect_Lifecycle_Plate_Ch40.png.png' -> 'LSE_B33_Beneficial_Insect_Lifecycle_Plate_Ch40.png'
assets/lse_figures/LSE_B36_Yellowing_Leaves_Decision_Tree_AppB.png,lse_figures,4,propose-tier4,New image creations final draft\LSE_8_2_Yellowing_Leaves_Decision_Tree_AppB.png.png,LSE_B36_Yellowing_Leaves_Decision_Tree_AppB.png,0.6,1024,1536,,,,,"PROPOSE (your call): same title 'Yellowing_Leaves_Decision_Tree_AppB', different figure code (B36 vs 8_2)"
assets/lse_figures/LSE_C01_Annual_Soil_Building_Calendar_Ch49_AppC.png,lse_figures,2,rename-on-copy,New image creations final draft\LSE_C01_Annual_Soil_Building_Calendar_Ch49_AppC.png.png,LSE_C01_Annual_Soil_Building_Calendar_Ch49_AppC.png,0.98,1536,1024,,,,,rename-on-copy: 'LSE_C01_Annual_Soil_Building_Calendar_Ch49_AppC.png.png' -> 'LSE_C01_Annual_Soil_Building_Calendar_Ch49_AppC.png'
assets/lse_figures/LSE_C02_Seed_Starting_Hardening_Off_Workflow_Ch49.png,lse_figures,2,rename-on-copy,New image creations final draft\LSE_C02_Seed_Starting_Hardening_Off_Workflow_Ch49.png.png,LSE_C02_Seed_Starting_Hardening_Off_Workflow_Ch49.png,0.98,1536,1024,,,,,rename-on-copy: 'LSE_C02_Seed_Starting_Hardening_Off_Workflow_Ch49.png.png' -> 'LSE_C02_Seed_Starting_Hardening_Off_Workflow_Ch49.png'
assets/lse_figures/LSE_C03_Daily_Weekly_Scouting_Route_Ch39_Ch49.png,lse_figures,2,rename-on-copy,New image creations final draft\LSE_C03_Daily_Weekly_Scouting_Route_Ch39_Ch49.png.png,LSE_C03_Daily_Weekly_Scouting_Route_Ch39_Ch49.png,0.98,1536,1024,,,,,rename-on-copy: 'LSE_C03_Daily_Weekly_Scouting_Route_Ch39_Ch49.png.png' -> 'LSE_C03_Daily_Weekly_Scouting_Route_Ch39_Ch49.png'
assets/lse_figures/LSE_C05_Irrigation_Maintenance_Checklist_Ch34_35_49.png,lse_figures,2,rename-on-copy,New image creations final draft\LSE_C05_Irrigation_Maintenance_Checklist_Ch34_35_49.png.png,LSE_C05_Irrigation_Maintenance_Checklist_Ch34_35_49.png,0.98,1024,1536,,,,,rename-on-copy: 'LSE_C05_Irrigation_Maintenance_Checklist_Ch34_35_49.png.png' -> 'LSE_C05_Irrigation_Maintenance_Checklist_Ch34_35_49.png'
assets/lse_figures/LSE_C06_AACT_Brewing_Safety_Workflow_Ch19_Ch49.png,lse_figures,2,rename-on-copy,New image creations final draft\LSE_C06_AACT_Brewing_Safety_Workflow_Ch19_Ch49.png.png,LSE_C06_AACT_Brewing_Safety_Workflow_Ch19_Ch49.png,0.98,1024,1536,,,,,rename-on-copy: 'LSE_C06_AACT_Brewing_Safety_Workflow_Ch19_Ch49.png.png' -> 'LSE_C06_AACT_Brewing_Safety_Workflow_Ch19_Ch49.png'
assets/lse_figures/LSE_C07_Harvest_Postharvest_Handling_Workflow_Ch49.png,lse_figures,2,rename-on-copy,New image creations final draft\LSE_C07_Harvest_Postharvest_Handling_Workflow_Ch49.png.png,LSE_C07_Harvest_Postharvest_Handling_Workflow_Ch49.png,0.98,1536,1024,,,,,rename-on-copy: 'LSE_C07_Harvest_Postharvest_Handling_Workflow_Ch49.png.png' -> 'LSE_C07_Harvest_Postharvest_Handling_Workflow_Ch49.png'
assets/lse_figures/LSE_C08_Crop_Planning_Succession_Board_Ch29_49.png,lse_figures,2,rename-on-copy,New image creations final draft\LSE_C08_Crop_Planning_Succession_Board_Ch29_49.png.png,LSE_C08_Crop_Planning_Succession_Board_Ch29_49.png,0.98,1536,1024,,,,,rename-on-copy: 'LSE_C08_Crop_Planning_Succession_Board_Ch29_49.png.png' -> 'LSE_C08_Crop_Planning_Succession_Board_Ch29_49.png'
assets/lse_figures/LSE_C10_Refractometer_Protocol_Card_Ch47.png,lse_figures,2,rename-on-copy,New image creations final draft\LSE_C10_Refractometer_Protocol_Card_Ch47.png.png,LSE_C10_Refractometer_Protocol_Card_Ch47.png,0.98,1536,1024,,,,,rename-on-copy: 'LSE_C10_Refractometer_Protocol_Card_Ch47.png.png' -> 'LSE_C10_Refractometer_Protocol_Card_Ch47.png'
assets/lse_figures/LSE_C12_Soil_Test_Report_Decoder_Ch45.png,lse_figures,2,rename-on-copy,New image creations final draft\LSE_C12_Soil_Test_Report_Decoder_Ch45.png.png,LSE_C12_Soil_Test_Report_Decoder_Ch45.png,0.98,1536,1024,,,,,rename-on-copy: 'LSE_C12_Soil_Test_Report_Decoder_Ch45.png.png' -> 'LSE_C12_Soil_Test_Report_Decoder_Ch45.png'
assets/lse_figures/LSE_C13_Mobile_vs_Immobile_Nutrient_Symptom_Map_Ch46.png,lse_figures,2,rename-on-copy,New image creations final draft\LSE_C13_Mobile_vs_Immobile_Nutrient_Symptom_Map_Ch46.png.png,LSE_C13_Mobile_vs_Immobile_Nutrient_Symptom_Map_Ch46.png,0.98,1149,1369,LOWRES<1500,,,,rename-on-copy: 'LSE_C13_Mobile_vs_Immobile_Nutrient_Symptom_Map_Ch46.png.png' -> 'LSE_C13_Mobile_vs_Immobile_Nutrient_Symptom_Map_Ch46.png'
assets/lse_figures/LSE_C14_Electroculture_Self_Experiment_Layout_Ch48.png,lse_figures,2,rename-on-copy,New image creations final draft\LSE_C14_Electroculture_Self_Experiment_Layout_Ch48.png.png,LSE_C14_Electroculture_Self_Experiment_Layout_Ch48.png,0.98,1122,1402,LOWRES<1500,,,,rename-on-copy: 'LSE_C14_Electroculture_Self_Experiment_Layout_Ch48.png.png' -> 'LSE_C14_Electroculture_Self_Experiment_Layout_Ch48.png'
assets/lse_figures/LSE_C16_Herb_Barrel_Setup_Sequence_Ch31.png,lse_figures,2,rename-on-copy,New image creations final draft\LSE_C16_Herb_Barrel_Setup_Sequence_Ch31.png.png,LSE_C16_Herb_Barrel_Setup_Sequence_Ch31.png,0.98,1536,1024,,,,,rename-on-copy: 'LSE_C16_Herb_Barrel_Setup_Sequence_Ch31.png.png' -> 'LSE_C16_Herb_Barrel_Setup_Sequence_Ch31.png'
assets/lse_figures/LSE_C17_Basil_Pruning_Downy_Mildew_Scouting_Ch31_42.png,lse_figures,2,rename-on-copy,New image creations final draft\LSE_C17_Basil_Pruning_Downy_Mildew_Scouting_Ch31_42.png.png,LSE_C17_Basil_Pruning_Downy_Mildew_Scouting_Ch31_42.png,0.98,1402,1122,LOWRES<1500,,,,rename-on-copy: 'LSE_C17_Basil_Pruning_Downy_Mildew_Scouting_Ch31_42.png.png' -> 'LSE_C17_Basil_Pruning_Downy_Mildew_Scouting_Ch31_42.png'
assets/lse_figures/LSE_C18_Cilantro_Dill_Cool_Season_Succession_Ch31.png,lse_figures,2,rename-on-copy,New image creations final draft\LSE_C18_Cilantro_Dill_Cool_Season_Succession_Ch31.png.png,LSE_C18_Cilantro_Dill_Cool_Season_Succession_Ch31.png,0.98,1536,1024,,,,,rename-on-copy: 'LSE_C18_Cilantro_Dill_Cool_Season_Succession_Ch31.png.png' -> 'LSE_C18_Cilantro_Dill_Cool_Season_Succession_Ch31.png'
assets/lse_figures/LSE_C19_Woody_Herb_Harvest_Limits_Ch31.png,lse_figures,2,rename-on-copy,New image creations final draft\LSE_C19_Woody_Herb_Harvest_Limits_Ch31.png.png,LSE_C19_Woody_Herb_Harvest_Limits_Ch31.png,0.98,1536,1024,,,,,rename-on-copy: 'LSE_C19_Woody_Herb_Harvest_Limits_Ch31.png.png' -> 'LSE_C19_Woody_Herb_Harvest_Limits_Ch31.png'
assets/lse_figures/LSE_C20_Cover_Crop_Termination_Methods_Small_Beds_Ch25.png,lse_figures,2,rename-on-copy,New image creations final draft\LSE_C20_Cover_Crop_Termination_Methods_Small_Beds_Ch25.png.png,LSE_C20_Cover_Crop_Termination_Methods_Small_Beds_Ch25.png,0.98,1536,1024,,,,,rename-on-copy: 'LSE_C20_Cover_Crop_Termination_Methods_Small_Beds_Ch25.png.png' -> 'LSE_C20_Cover_Crop_Termination_Methods_Small_Beds_Ch25.png'
assets/lse_figures/LSE_D01_Wilt_Triage_Decision_Tree_Ch42.png,lse_figures,2,rename-on-copy,New image creations final draft\LSE_D01_Wilt_Triage_Decision_Tree_Ch42.png.png,LSE_D01_Wilt_Triage_Decision_Tree_Ch42.png,0.98,1122,1402,LOWRES<1500,,,,rename-on-copy: 'LSE_D01_Wilt_Triage_Decision_Tree_Ch42.png.png' -> 'LSE_D01_Wilt_Triage_Decision_Tree_Ch42.png'
assets/lse_figures/LSE_D02_Southern_Blight_vs_White_Mold_Ch42.png,lse_figures,2,rename-on-copy,New image creations final draft\LSE_D02_Southern_Blight_vs_White_Mold_Ch42.png (1).png,LSE_D02_Southern_Blight_vs_White_Mold_Ch42.png,0.98,1402,1122,LOWRES<1500,,,,"rename-on-copy: 'LSE_D02_Southern_Blight_vs_White_Mold_Ch42.png (1).png' -> 'LSE_D02_Southern_Blight_vs_White_Mold_Ch42.png'  [2 source copies; picked lowest index, others ignored: LSE_D02_Southern_Blight_vs_White_Mold_Ch42.png(2).png]"
assets/lse_figures/LSE_D03_Damping_Off_Lookalike_Plate_Ch42_49.png,lse_figures,2,rename-on-copy,New image creations final draft\LSE_D03_Damping_Off_Lookalike_Plate_Ch42_49.png.png,LSE_D03_Damping_Off_Lookalike_Plate_Ch42_49.png,0.98,1402,1122,LOWRES<1500,,,,rename-on-copy: 'LSE_D03_Damping_Off_Lookalike_Plate_Ch42_49.png.png' -> 'LSE_D03_Damping_Off_Lookalike_Plate_Ch42_49.png'
assets/lse_figures/LSE_D04_Root_Knot_Nematode_Diagnosis_Workflow_Ch05_Ch29_Ch42_Ch44.png,lse_figures,2,rename-on-copy,New image creations final draft\LSE_D04_Root_Knot_Nematode_Diagnosis_Workflow_Ch05_Ch29_Ch42_Ch44.png.png,LSE_D04_Root_Knot_Nematode_Diagnosis_Workflow_Ch05_Ch29_Ch42_Ch44.png,0.98,1536,1024,,,,,rename-on-copy: 'LSE_D04_Root_Knot_Nematode_Diagnosis_Workflow_Ch05_Ch29_Ch42_Ch44.png.png' -> 'LSE_D04_Root_Knot_Nematode_Diagnosis_Workflow_Ch05_Ch29_Ch42_Ch44.png'
assets/lse_figures/LSE_D05_Herbicide_Drift_Growth_Regulator_Lookalike_Plate_Ch42.png,lse_figures,2,rename-on-copy,New image creations final draft\LSE_D05_Herbicide_Drift_Growth_Regulator_Lookalike_Plate_Ch42.png.png,LSE_D05_Herbicide_Drift_Growth_Regulator_Lookalike_Plate_Ch42.png,0.98,1536,1024,,,,,rename-on-copy: 'LSE_D05_Herbicide_Drift_Growth_Regulator_Lookalike_Plate_Ch42.png.png' -> 'LSE_D05_Herbicide_Drift_Growth_Regulator_Lookalike_Plate_Ch42.png'
assets/lse_figures/LSE_D13_Squash_Vine_Borer_Scouting_Plate_Ch30_39.png,lse_figures,2,rename-on-copy,New image creations final draft\LSE_D13_Squash_Vine_Borer_Scouting_Plate_Ch30_39.png.png,LSE_D13_Squash_Vine_Borer_Scouting_Plate_Ch30_39.png,0.98,1536,1024,,,,,rename-on-copy: 'LSE_D13_Squash_Vine_Borer_Scouting_Plate_Ch30_39.png.png' -> 'LSE_D13_Squash_Vine_Borer_Scouting_Plate_Ch30_39.png'
assets/lse_figures/LSE_D14_Cucumber_Beetle_Bacterial_Wilt_Vector_Diagram_Ch30_Ch39_Ch42.png,lse_figures,2,rename-on-copy,New image creations final draft\LSE_D14_Cucumber_Beetle_Bacterial_Wilt_Vector_Diagram_Ch30_Ch39_Ch42.png.png,LSE_D14_Cucumber_Beetle_Bacterial_Wilt_Vector_Diagram_Ch30_Ch39_Ch42.png,0.98,1536,1024,,,,,rename-on-copy: 'LSE_D14_Cucumber_Beetle_Bacterial_Wilt_Vector_Diagram_Ch30_Ch39_Ch42.png.png' -> 'LSE_D14_Cucumber_Beetle_Bacterial_Wilt_Vector_Diagram_Ch30_Ch39_Ch42.png'
